age,sexe,taux,situationFamiliale,nbEnfantsAcharge,2eme voiture,immatriculation
24,M,487,En Couple,3,false,1968 HR 42
31,M,456,En Couple,2,true,6490 AV 21
84,F,535,En Couple,1,false,6171 ZK 29
53,F,544,En Couple,2,true,5773 PL 80
49,M,492,En Couple,4,true,5415 HO 87
23,F,439,Célibataire,0,false,5427 ZU 70
23,M,174,Célibataire,0,false,2413 BT 77
79,F,181,Seule,2,false,9450 CK 13
24,M,177,Célibataire,0,false,8067 OB 10
41,M,445,Célibataire,0,false,6413 FN 76
42,F,792,En Couple,2,false,3718 RR 87
82,M,458,En Couple,3,false,8797 XC 56
56,F,248,Célibataire,0,false,8702 ZH 70
42,M,708,En Couple,2,true,3642 IS 95
18,F,515,En Couple,1,false,5919 KX 18
61,M,1294,Célibataire,0,false,9481 RE 47
44,F,220,En Couple,4,true,7572 QS 94
31,M,1303,En Couple,3,false,1613 GH 27
18,M,877,En Couple,3,false,7716 FX 49
19,M,937,Célibataire,0,false,4352 FY 73
56,M,208,Célibataire,0,false,7807 CM 95
27,M,913,En Couple,4,true,8680 MF 78
60,M,484,Célibataire,0,false,9039 ZL 63
81,M,583,En Couple,0,false,1252 DU 22
27,M,1074,Célibataire,0,false,2905 XD 72
20,M,789,En Couple,2,false,5070 FP 24
25,F,525,En Couple,2,false,6427 IW 48
33,M,183,En Couple,3,false,7769 XL 48
20,M,557,En Couple,1,true,7773 MF 48
31,F,408,En Couple,3,true,8082 BN 71
20,M,565,Célibataire,0,false,3122 TE 84
21,F,546,En Couple,1,false,2369 YI 19
59,M,515,En Couple,1,true,7318 RU 76
72,F,513,En Couple,3,false,6038 KY 45
51,Homme,1067,Célibataire,0,false,3151 UA 50
23,M,1066,En Couple,2,false,7678 ZP 86
20,M,979,En Couple,2,false,2013 RE 70
66,M,1190,En Couple,3,false,3773 JM 42
25,M,557,Célibataire,0,false,1755 KX 48
26,F,1128,En Couple,3,false,3522 VL 32
27,F,205,En Couple,1,false,7902 KT 45
61,F,402,Célibataire,0,false,2792 ZM 29
58,F,409,En Couple,1,false,2067 BI 50
53,M,771,Célibataire,0,false,7313 QZ 69
28,M,586,En Couple,3,true,2530 CY 57
70,F,-1,Célibataire,0,false,8267 QD 58
25,M,475,En Couple,4,false,8943 ZB 77
41,F,487,En Couple,2,true,3789 IZ 47
31,F,400,Célibataire,0,false,5845 AE 11
19,M,1292,En Couple,4,false,1336 ZP 79
56,M,869,En Couple,0,false,4139 YY 57
71,M,468,En Couple,1,false,6487 DX 17
45,M,1111,En Couple,3,false,1265 NT 23
33,F,454,En Couple,2,false,8689 VG 72
46,F,541,Célibataire,0,false,5553 HP 73
51,M,403,En Couple,4,true,3716 FX 29
81,M,838,En Couple,3,false,9664 YT 85
35,Masculin,591,En Couple,2,false,7417 KF 15
79,M,1325,En Couple,1,false,3148 SX 90
59,F,531,En Couple,0,false,8612 PB 88
48,Masculin,454,En Couple,0,false,5069 WI 56
21,M,537,En Couple,1,false,8531 AK 92
28,M,550,En Couple,4,false,7621 WQ 27
41,M,156,Seul,0,false,9916 JP 76
61,M,436,En Couple,2,false,5682 YV 10
50,M,777,En Couple,2,false,1793 IS 41
23,F,1385,En Couple,2,true,9081 UC 74
31,M,754,En Couple,3,false,956 AY 69
55,M,590,En Couple,1,true,7210 SC 74
31,M,157,En Couple,2,false,9109 GJ 28
51,F,1296,En Couple,0,true,5632 JF 60
38,M,202,En Couple,3,false,2857 MM 37
25,M,177,Célibataire,0,false,415 YF 65
44,M,1204,En Couple,3,false,6914 AY 56
44,F,533,En Couple,0,false,1526 HG 48
42,Homme,1011,En Couple,2,false,9139 AY 60
48,M,1207,En Couple,2,false,1565 AI 64
19,F,194,En Couple,1,false,650 HB 46
53,M,232,Célibataire,0,false,373 TY 44
48,F,432,En Couple,2,true,9807 OC 86
24,M,529,Célibataire,0,false,4924 BI 63
23,M,440,En Couple,1,true,8753 EL 57
45,M,712,Célibataire,0,false,3256 RR 65
42,M,581,Célibataire,0,false,6621 ZI 93
41,F,188,Célibataire,0,false,8873 ES 94
44,F,1210,En Couple,2,false,1192 HG 52
33,F,243,Célibataire,0,false,9641 QW 98
43,F,1002,En Couple,3,false,8273 TX 42
46,F,546,Célibataire,0,false,9181 SV 59
44,M,547, ,1,true,2754 CD 88
25,F,488,En Couple,1,false,2050 AB 62
41,F,249,En Couple,3,false,6670 OW 74
68,M,531,En Couple,0,true,2034 TE 75
33,F,221,En Couple,0,true,6866 XG 98
38,F,249,En Couple,4,false,3279 FV 21
40,M,579,En Couple,0,false,2709 QJ 56
26,M,548,En Couple,0,false,8404 HB 62
25,F,1354,En Couple,1,false,329 FM 68
75,F,485,Célibataire,0,false,4345 DP 61
26,F,1014,En Couple,1,false,2026 ZA 19
49,M,230,En Couple,1,false,7933 GN 33
22,M,512,En Couple,1,true,5531 TZ 76
40,M,1066,En Couple,2,true,2843 HU 12
31,M,444,En Couple,1,false,9950 OL 68
42,F,1002,En Couple,3,false,2119 VC 72
24,M,1237,En Couple,2,false,9610 DS 31
50,F,469,Célibataire,0,false,896 SM 26
58,M,507,En Couple,4,false,6100 AE 18
50,F,549,Célibataire,0,false,8430 SW 18
33,M,1138,En Couple,1,true,9097 BS 76
27,F,1065,Seule,3,false,5010 ZD 95
33,M,420,En Couple,0,false,5215 EW 80
43,M,242,En Couple,2,false,714 XH 73
46,M,951,En Couple,4,false,9321 ON 86
35,M,587,En Couple,1,false,1564 VB 77
71,M,529,En Couple,1,false,2818 OQ 57
55,Féminin,851,En Couple,2,true,6807 KY 14
76,M,573,En Couple,1,false,6350 PL 14
82,M,1215,Célibataire,0,false,4071 RB 41
21,M,538,En Couple,1,false,8606 UN 38
26,F,248,En Couple,4,false,2832 GP 65
27,M,997,Célibataire,0,false,2442 BL 53
40,M,563,Seule,1,false,8336 KL 71
35,M,572,En Couple,4,false,5286 VI 26
72,M,1091,En Couple,2,false,4462 EI 14
25,M,980,Célibataire,0,false,4607 MT 51
46,F,780,Célibataire,0,false,4655 BE 72
45,M,1273,En Couple,1,false,9453 FH 49
38,F,493,En Couple,3,false,8381 RH 36
37,M,560,En Couple,0,false,5697 KW 70
68,M,429,En Couple,0,false,1248 TE 71
83,M,465,En Couple,1,false,8517 RE 25
42,F,1238,En Couple,2,false,1159 QO 55
77,M,444,En Couple,0,false,1744 YO 30
21,F,165,Célibataire,0,false,6237 XP 81
23,F,539,En Couple,2,false,1169 II 39
64,M,547,Célibataire,0,false,5334 GV 71
33,M,437,En Couple,0,false,9777 TJ 77
22,F,457,Célibataire,0,false,7009 IE 27
23,M,1020,En Couple,4,false,3684 YE 95
30,M,168,En Couple,3,true,7285 XW 42
42,F,490,En Couple,2,false,2581 HC 43
64,M,773,Célibataire,0,false,7749 KO 30
63,M,213,En Couple,0,false,7598 TE 23
66,M,535,Seule,3,false,2830 VK 29
55,M,577,Célibataire,0,false,1744 EA 61
20,F,521,Célibataire,0,false,4166 ZI 17
72,F,481,En Couple,2,false,197 ZS 76
55,M,161,Célibataire,0,false,9804 KL 61
56,M,220,En Couple,4,true,5650 MY 77
51,M,1155,En Couple,4,false,5996 AQ 67
43,F,1223,En Couple,4,false,8920 IT 41
19,M,504,En Couple,3,true,9018 DK 81
69,M,494,En Couple,1,true,6272 QG 75
37,M,477,Célibataire,0,false,2867 ZL 67
39,M,771,En Couple,1,false,3661 ON 89
41,M,503,Célibataire,0,false,6433 AW 65
24,M,169,En Couple,1,true,3371 NO 96
27,M,1115,Célibataire,0,false,4037 NC 67
51,M,594,Célibataire,0,false,6355 LA 21
22,M,571,En Couple,1,false,4381 RC 81
26,M,1040,En Couple,0,true,966 UV 64
37,M,535,En Couple,4,false,8333 FA 26
39,Femme,1281,En Couple,1,false,6368 VJ 34
74,F,211,En Couple,1,false,9991 IO 19
19,F,449,En Couple,1,false,6260 CX 65
77,M,434,En Couple,4,true,6085 IL 26
25,M,408,En Couple,1,true,8307 QQ 85
27,F,473,En Couple,2,false,1563 IX 58
68,M,557,En Couple,1,false,7815 LI 15
41,M,590,Marié(e),4,false,7160 QZ 75
73,M,1208,En Couple,4,false,9073 HF 61
64,M,151,En Couple,0,false,2739 GN 92
23,M,1373,En Couple,4,false,6897 CU 38
81,M,582,Célibataire,0,false,3439 QQ 48
65,M,570,En Couple,1,false,7884 WR 17
44,M,231,En Couple,2,false,4329 JG 12
50,M,222,En Couple,1,true,4117 XD 47
21,M,586,En Couple,2,false,6390 ZX 67
22,F,421,Célibataire,0,false,6134 IR 87
18,F,964,En Couple,0,true,4536 EK 78
59,F,415,En Couple,1,false,9813 DH 34
44,M,180,En Couple,1,false,8568 EM 21
22,M,589,En Couple,2,false,98 EE 81
24,M,1215,Seule,1,false,8426 SQ 77
61,M,550,En Couple,2,true,4965 SA 29
40,M,532,En Couple,2,false,7310 WD 76
20,M,1351,Seule,3,false,2994 TW 45
29,M,505,En Couple,0,false,3690 FW 27
37,F,763,Seule,2,false,1014 TP 31
68,F,910,En Couple,2,true,8467 HG 33
44,M,780,En Couple,2,false,7864 QX 53
34,M,1374,En Couple,1,false,3475 WB 77
18,M,487,En Couple,1,false,5323 GP 74
29,M,486,Célibataire,0,false,4705 XU 66
27,F,597,En Couple,3,false,5960 AK 96
23,M,502,En Couple,1,false,8926 NS 36
66,M,1376,Seule,2,false,9894 ZH 25
71,F,151,En Couple,4,false,2644 LO 25
36,M,508,En Couple,0,false,1076 EQ 89
44,F,577,En Couple,4,false,5815 OG 64
42,M,576,En Couple,0,false,4475 OI 16
28,M,236,En Couple,0,false,4373 OI 15
40,M,1008,Célibataire,0,false,8110 XO 78
37,F,430,Célibataire,0,false,9575 GS 46
27,M,204,En Couple,0,true,3498 BX 60
55,M,594,En Couple,0,false,4719 XA 96
28,F,152,En Couple,2,false,1896 GB 29
47,F,188,En Couple,2,false,9674 IJ 35
76,M,816,Célibataire,0,false,9128 ZH 45
24,Féminin,188,En Couple,0,false,3517 BO 98
80,M,229,En Couple,3,false,998 WR 48
44,M,577,En Couple,2,true,1226 ME 95
41,M,235,En Couple,?,false,1287 ZP 55
29,F,537,En Couple,2,true,7018 XX 46
74,M,569,Célibataire,0,false,3130 GB 91
50,Homme,174,Célibataire,0,false,7409 BR 31
32,M,569,Célibataire,0,false,2664 CE 66
32,F,707,Célibataire,0,false,9390 CG 66
30,M,760,En Couple,0,false,1685 LD 52
23,M,903,Célibataire,0,false,4314 IH 38
46,F,576,En Couple,0,false,479 RS 43
19,F,484,En Couple,0,false,9590 GB 83
44,M,432,En Couple,2,false,3628 LM 92
37,M,181,Seule,2,false,3599 HF 32
19,F,214,En Couple,2,true,2910 IH 25
47,F,219,Célibataire,0,false,6107 XR 97
31,Homme,1019,En Couple,2,false,975 XS 43
59,M,168,Célibataire,0,false,5467 FE 36
84,F,1305,En Couple,2,false,2855 YP 97
75,M,527,Seule,1,false,8585 LA 31
44,M,760,Seule,2,false,9603 ZH 36
20,F,231,En Couple,0,false,1865 PQ 55
24,M,412,En Couple,4,false,3357 OA 27
24,M,533,En Couple,1,false,8073 RY 85
22,M,1356,En Couple,4,false,2377 RG 93
26,M,786,Célibataire,0,false,7074 GG 88
48,M,450,En Couple,1,false,9299 MU 91
65,M,161,En Couple,4,false,5526 ML 38
54,F,538,Seule,2,false,7443 UM 33
61,M,933,En Couple,1,false,2706 UI 78
54,M,471,Célibataire,0,false,8442 FZ 58
40,M,450,En Couple,2,false,6987 MC 19
59,M,428,En Couple,4,false,2404 XZ 75
47,F,1370,En Couple,0,true,4322 HC 70
21,M,975,Célibataire,0,false,8631 RF 63
41,M,514,En Couple,2,false,3922 VK 13
45,F,757,Célibataire,0,false,672 JZ 66
44,M,758,Célibataire,0,false,2302 EQ 54
63,M,708,Seule,3,false,5786 AC 79
75,M,756,En Couple,3,false,3574 YO 91
20,M,411,Célibataire,0,false,8775 VJ 30
18,M,766,En Couple,2,false,3984 ZZ 12
50,M,578,En Couple,2,false,6886 QM 94
20,M,209,En Couple,3,true,1504 MA 81
65,F,1347,En Couple,1,false,4766 XU 48
79,F,437,En Couple,2,false,4226 ZX 76
56,F,843,En Couple,1,false,1679 SY 62
64,F,1256,En Couple,3,false,4780 IA 49
41,F,436,En Couple,1,true,3589 RC 89
35,M,1099,En Couple,0,false,8911 LO 62
19,F,508,Célibataire,0,false,5350 XU 15
32,F,1280,En Couple,2,false,8853 FI 67
26,M,941,En Couple,2,false,1520 FW 86
18,M,1263,En Couple,2,false,5633 TG 63
64,M,441,En Couple,2,false,4350 PF 64
59,F,481,En Couple,3,false,8404 BH 62
26,M,882,Célibataire,0,false,5346 BE 53
24,M,413,Célibataire,0,false,1572 NH 24
30,M,593,Seule,2,false,4569 JL 56
32,M,548,Célibataire,0,false,7172 HZ 28
27,M,832,En Couple,3,false,5868 JH 34
66,F,997,Célibataire,0,false,960 AN 85
28,M,454,En Couple,0,true,6955 DK 33
76,F,581,En Couple,2,false,9535 EP 87
82,M,877,Célibataire,0,false,5009 ER 91
23,F,159,Seule,1,false,465 GK 21
35,M,578,En Couple,3,false,3477 CY 52
39,M,815,En Couple,0,false,817 TU 16
80,F,184,En Couple,1,false,3189 MK 45
29,F,195,En Couple,3,false,8338 OO 28
82,M,594,Célibataire,0,false,3754 XH 24
76,M,531,En Couple,0,false,9027 PJ 67
33,M,578,En Couple,1,true,9144 CW 39
52,M,422,Célibataire,0,false,3005 RW 49
22,M,885,En Couple,1,false,5436 FH 10
34,M,497,Célibataire,0,false,1553 QM 32
31,M,505,En Couple,3,true,8942 PT 45
24,F,401,Célibataire,0,false,7036 OK 53
55,M,1189,Célibataire,0,false,3183 PP 64
49,F,1206,En Couple,2,true,9188 XM 96
24,F,876,Célibataire,0,false,8857 AS 12
33,M,577,Seule,2,false,201 GL 51
56,M,230,Célibataire,0,false,9268 FF 86
45,M,1006,En Couple,2,false,2151 IJ 93
82,M,477,En Couple,2,false,2572 UA 47
55,M,1349,Célibataire,0,false,3153 YW 65
68,F,529,En Couple,2,false,5181 II 60
33,M,574,En Couple,1,true,6901 JR 35
26,M,818,Célibataire,0,false,7578 QP 12
57,N/D,427,En Couple,0,true,7947 KQ 87
19,M,961,En Couple,3,true,7327 JQ 71
21,F,430,Célibataire,0,false,9959 EJ 61
49,F,765,Célibataire,0,false,5492 DA 95
36,M,536,Seule,1,false,6341 SL 67
48,F,571,Célibataire,0,false,6234 CW 89
28,M,163,En Couple,4,false,5050 HO 95
60,M,475,Célibataire,0,false,3949 KU 76
56,M,525,En Couple,3,false,5511 EJ 43
55,M,770,En Couple,2,false,4914 VQ 49
53,M,522,Célibataire, ,false,6982 PU 19
22,M,220,En Couple,1,false,5096 IL 26
20,M,431,En Couple,2,true,8429 VU 24
49,F,1012,En Couple,1,false,5961 RV 54
27,M,763,En Couple,1,false,3944 OG 95
60,M,1041,En Couple,1,false,6951 NZ 87
49,F,231,En Couple,4,false,9680 ZB 39
61,M,510,En Couple,1,false,7553 PF 70
38,M,417,Célibataire,0,false,1816 OG 34
57,M,201,En Couple,1,true,6637 FO 44
35,M,481,Célibataire,0,false,2940 YB 27
40,M,159,En Couple,0,true,8717 OD 70
31,F,550,En Couple,1,false,4690 NW 24
43,M,1250,En Couple,3,false,5324 CE 30
33,F,486,Célibataire,0,false,1658 NS 17
24,F,567,En Couple,3,false,8784 EJ 17
74,M,163,Célibataire,0,false,8096 TG 89
57,M,451,En Couple,2,false,8295 BV 88
28,M,1170,En Couple,4,false,3942 JK 25
39,M,572,Célibataire,0,false,7563 YO 51
66,M,571,En Couple,1,false,1756 BD 68
21,M,457,En Couple,1,false,7456 QO 57
23,M,503,En Couple,2,false,6778 DJ 27
23,M,426,En Couple,4,false,8530 AQ 47
24,M,411,Seule,3,false,7506 YN 96
38,M,730,En Couple,1,false,3162 IZ 78
47,F,1181,En Couple,2,false,9440 BW 72
75,M,1216,En Couple,3,false,9720 SA 70
70,M,577,Célibataire,0,false,8299 KR 59
56,M,581,En Couple,0,false,6391 SD 74
32,M,568,Célibataire,0,false,6147 OB 98
21,F,1128,En Couple,1,false,1037 HG 71
73,F,487,En Couple,4,false,9298 LK 19
50,F,495,En Couple,4,false,906 ZE 85
78,M,521,En Couple,4,false,5725 NS 52
31,M,418,En Couple,3,false,3446 DP 83
75,M,860,En Couple,0,false,2562 IO 59
54,M,249,En Couple,0,true,4485 RU 24
51,F,1283,En Couple,1,false,3818 KV 48
76,F,582,En Couple,3,false,7972 KX 93
26,F,1133,Célibataire,0,false,1669 SV 26
68,M,155,En Couple,3,true,8106 GC 96
25,F,203,En Couple,2,false,4642 ID 12
48,M,762,Célibataire,0,false,4522 OV 87
47,M,463,En Couple,3,false,8806 SZ 92
64,M,596,En Couple,1,false,3053 MB 89
20,M,234,En Couple,0,true,4945 EA 60
44,M,581,En Couple,3,true,7450 HT 32
45,F,593,En Couple,0,false,8703 IL 45
40,M,1093,En Couple,0,false,976 RN 37
81,M,581,En Couple,3,true,866 SJ 17
31,M,1388,En Couple,0,false,4280 IA 91
40,F,453,En Couple,2,false,250 CJ 11
59,M,1383,En Couple,4,true,8149 KM 98
69,F,492,En Couple,0,false,3119 AF 81
53,M,556,En Couple,1,false,7285 MK 54
44,F,520,Marié(e),1,false,115 IY 54
22,M,229,En Couple,2,false,1342 PT 25
39,M,1084,En Couple,0,false,6562 PP 30
34,M,435,En Couple,1,false,9812 TO 72
67,M,159,En Couple,1,true,5603 MK 31
19,M,1266,En Couple,4,false,1327 MD 82
23,M,934,Célibataire,0,false,9622 JT 32
33,M,1182,En Couple,3,true,5095 XW 23
69,M,1295,En Couple,2,false,1973 QH 26
25,M,889,Célibataire,0,false,426 IG 24
56,F,404,En Couple,4,false,645 VV 74
32,M,1304,En Couple,4,true,9505 VZ 32
28,M,400,En Couple,1,false,9492 UQ 60
53,M,214,Célibataire,0,false,3713 YS 56
26,F,413,Célibataire,0,false,4570 OP 91
62,F,532,En Couple,2,false,2645 XJ 93
52,M,151,Seule,3,false,2105 VM 46
47,F,513,Célibataire,0,false,3174 OO 80
32,M,405,Célibataire,0,false,2719 NQ 46
40,M,757,En Couple,3,false,5221 FV 25
20,F,238,En Couple,3,true,4593 BO 27
49,M,723,En Couple,2,false,6941 ML 51
62,M,919,En Couple,1,false,1743 IY 94
67,F,152,En Couple,0,false,3395 GU 56
25,Homme,1016,En Couple,4,false,5540 RI 67
59,M,541,En Couple,2,false,4039 VL 92
35,F,496,En Couple,3,true,5269 XE 90
29,F,428,Célibataire,0,false,9795 WB 55
36,M,238,En Couple,4,false,1311 KP 10
21,F,567,En Couple,3,false,1992 WW 50
41,F,571,En Couple,2,false,9066 IP 31
40,M,747,En Couple,2,false,7925 WF 77
29,F,213,En Couple,2,true,3690 XE 34
62,M,1215,En Couple,4,false,610 NL 51
53,M,865,En Couple,0,false,8634 AO 93
18,M,426,Célibataire,0,false,3070 MN 39
83,F,224,Célibataire,0,false,3745 AQ 28
51,F,181,En Couple,4,false,8422 MW 15
36,F,802,En Couple,0,false,9951 EV 60
56,M,460,En Couple,2,false,5279 CH 10
25,M,236,En Couple,0,false,862 OD 91
32,F,545,Seule,2,false,5849 VV 86
42,F,527,En Couple,1,false,5187 ED 65
60,M,727,En Couple,1,false,6780 OC 15
55,F,?,Célibataire,0,false,1323 VM 80
25,F,855,En Couple,0,false,4315 KP 83
76,M,1016,En Couple,4,true,2992 YK 16
83,M,583,En Couple,3,false,2181 UE 57
30,M,1385,En Couple,1,false,5460 DK 10
27,M,488,Seule,2,false,1025 KM 61
57,M,784,Célibataire,0,false,3587 OK 18
45,F,527,Célibataire,0,false,5375 PS 80
28,F,163,En Couple,0,false,8610 IE 63
52,M,475,En Couple,4,false,9339 UE 73
52,M,196,En Couple,2,false,1716 BV 21
74,M,183,Seule,2,false,2763 YV 50
30,M,440,En Couple,3,false,4865 ZO 61
22,F,540,En Couple,3,false,3597 UU 75
?,M,226,En Couple,2,true,2238 TK 34
53,F,594,En Couple,4,false,4636 QQ 22
48,M,555,Marié(e),1,false,6186 IM 98
24,M,224,En Couple,2,false,9338 JX 79
75,M,597,En Couple,2,false,9836 PM 46
41,F,506,En Couple,0,false,2517 BQ 46
36,F,506,En Couple,2,false,3112 IY 33
24,M,533,En Couple,4,false,7555 JA 17
44,F,164,En Couple,0,false,937 XO 79
66,F,160,Seule,1,false,9063 BI 60
22,M,466,En Couple,1,false,9701 BV 49
84,F,1042,Célibataire,0,false,1452 PR 64
71,F,1334,Seule,3,false,350 CU 47
27,M,484,En Couple,4,false,3574 ZG 34
27,M,545,En Couple,2,false,5085 CB 48
64,M,1315,En Couple,2,true,9654 PQ 48
52,M,243,En Couple,2,false,7255 RV 75
24,M,565,En Couple,1,true,7044 OG 29
31,M,465,Seule,2,false,3658 WW 62
37,F,598,Marié(e),4,true,1588 AE 61
69,M,172,Célibataire,0,false,7310 KL 77
51,M,1230,En Couple,0,false,692 OC 88
26,M,539,En Couple,3,false,7973 MQ 52
70,F,517,En Couple,0,false,9050 SL 51
59,M,171,En Couple,0,false,1117 EW 76
18,F,506,En Couple,4,true,6567 HI 52
23,F,1154,En Couple,0,false,5242 YC 42
78,M,509,En Couple,2,true,2424 ZX 58
69,M,1283,Célibataire,0,false,9534 OS 78
37,M,576,En Couple,0,false,4913 NY 60
47,F,1275,Célibataire,0,false,6531 FI 61
45,M,162,En Couple,0,false,4594 TX 33
73,M,933,En Couple,3,true,4926 XM 24
21,M,555,Célibataire,0,false,596 JE 15
20,F,220,En Couple,0,false,1819 GB 11
71,M,1241,En Couple,3,false,1050 YP 55
24,M,151,En Couple,0,false,2677 JU 94
43,M,820,En Couple,3,false,8754 YS 20
68,M,245,Célibataire,0,false,3852 IW 17
51,M,1302,En Couple,0,true,9171 ID 67
21,M,166,Célibataire,0,false,4718 CF 88
46,M,497,En Couple,2,false,3807 MW 64
29,M,538,En Couple,2,false,4961 YF 40
26,M,580,En Couple,2,false,9856 JM 55
24,F,1035,En Couple,4,true,8500 CY 34
20,M,584,Célibataire,0,false,8252 DG 18
19,F,214,En Couple,4,false,403 CD 87
59,M,402,Célibataire,0,false,5346 LP 73
41,M,824,Seule,3,false,4978 QM 68
24,F,151,Célibataire,0,false,8171 OG 52
61,M,207,En Couple,1,false,9070 GV 39
56,F,543,En Couple,4,false,2588 DP 52
36,F,853,Célibataire,0,false,8049 VL 35
84,M,480,Célibataire,0,false,5585 EC 72
57,F,242,En Couple,1,false,8573 DA 57
40,F,454,Célibataire,0,false,2641 ZH 39
52,F,1183,Célibataire,0,false,13 MZ 45
32,M,168,Célibataire,0,false,8958 MA 61
74,M,405,En Couple,-1,false,7369 SJ 80
44,F,401,Célibataire,0,false,7171 AJ 59
67,F,581,Célibataire,0,false,3792 FG 32
32,F,202,En Couple,4,false,8566 KV 51
33,M,151,En Couple,2,false,7373 EF 86
45,F,509,En Couple,2,true,4245 UT 24
21,M,708,En Couple,2,true,2516 ED 76
66,M,192,Seule,1,false,9578 OG 95
28,M,752,En Couple,2,true,6115 DP 48
66,F,838,Célibataire,0,false,1001 UC 42
21,M,497,En Couple,4,false,6595 HG 28
75,F,449,Célibataire,0,false,4351 ZI 32
61,M,400,En Couple,0,false,1703 QV 41
28,M,491,Célibataire,0,false,754 HZ 78
60,M,430,Célibataire,0,false,4218 XW 26
59,F,930,En Couple,0,false,2261 OG 44
78,F,1243,Célibataire,0,false,786 XV 98
75,F,450,En Couple,2,false,5826 QK 80
29,F,1262,Célibataire,0,false,7217 HI 79
53,F,408,Célibataire,0,false,15 TJ 14
34,F,412,Célibataire,0,false,832 DV 83
45,M,432,En Couple,2,false,5356 AB 26
57,M,445,Célibataire,0,false,1027 KN 46
83,M,1013,En Couple,0,false,9457 RC 21
25,M,702,En Couple,0,false,4138 AF 59
37,M,1284,En Couple,0,false,8626 GV 27
55,M,476,En Couple,2,false,603 GV 42
58,M,1308,En Couple,1,false,9116 LH 17
54,M,232,Célibataire,0,false,6027 AW 32
82,M,819,Célibataire,0,false,6743 HR 13
48,M,469,En Couple,1,false,3780 BC 90
52,F,419,Célibataire,0,false,2019 XF 37
49,F,426,Seule,3,false,4333 HO 22
72,M,999,En Couple,4,true,317 SZ 41
53,M,570,Célibataire,0,false,5783 LQ 17
23,M,840,En Couple,4,true,7945 FX 13
29,F,783,En Couple,1,false,7404 QA 24
53,M,434,En Couple,1,true,2647 ZD 52
73,M,1180,Célibataire,0,false,7248 LH 66
22,M,423,En Couple,0,true,7039 MQ 96
37,M,179,En Couple,2,false,4962 BQ 44
69,M,455,En Couple,0,false,8567 DP 19
24,M,594,En Couple,2,false,1273 IM 21
26,F,213,En Couple,0,false,2233 ZR 29
24,M,544,En Couple,0,false,5336 BE 65
27,M,506,Célibataire,0,false,6639 FB 43
23,M,1076,Célibataire,0,false,5580 LR 69
65,F,197,Seule,1,false,3529 XX 88
18,M,430,Célibataire,0,false,1594 ON 12
51,F,816,Célibataire,0,false,8563 RU 55
47,M,472,En Couple,1,false,5124 CQ 48
66,M,459,En Couple,4,false,8146 MA 94
31,M,830,Célibataire,0,false,9315 VY 76
39,F,216,Seule,2,false,837 MO 54
39,M,159,Célibataire,0,false,3291 JO 66
63,M,822,En Couple,0,false,5877 OV 64
25,F,957,Célibataire,0,false,1051 JA 71
20,M,541,Célibataire,0,false,5063 OA 48
48,M,240,En Couple,4,false,9548 WP 15
52,M,580,Célibataire,0,false,9126 QO 41
29,M,1059,Célibataire,0,false,431 VF 30
75,M,596,Célibataire,0,false,5643 NK 81
21,M,482,En Couple,0,false,6337 IC 61
35,M,241,Célibataire,0,false,1495 DK 19
26,F,405,En Couple,3,false,8969 PS 60
33,F,241,En Couple,3,false,5093 MQ 38
42,M,951,En Couple,1,false,9366 CF 41
29,M,154,En Couple,4,false,1626 DY 39
22,M,401,En Couple,0,false,7666 BO 94
41,M,1382,En Couple,4,false,8103 PO 75
30,F,977,En Couple,0,true,8739 PC 76
31,M,1202,En Couple,2,false,835 CI 76
25,M,1247,En Couple,2,false,3847 RN 31
19,M,1309,En Couple,4,false,5714 IB 34
19,M,1395,En Couple,0,false,4085 LB 53
29,M,1180,En Couple,4,false,5747 MS 13
18,M,524,En Couple,3,false,2384 OG 18
72,M,548,En Couple,0,false,811 VK 50
18,M,1109,En Couple,3,false,5637 EB 54
23,M,1088,Célibataire,0,false,7948 GZ 90
38,M,521,Célibataire,0,false,6569 CW 15
31,F,165,Célibataire,0,false,5955 GD 58
18,F,159,En Couple,2,false,8269 CI 53
38,M,539,En Couple,1,false,2051 PJ 68
63,M,921,Célibataire,0,false,8396 CW 23
56,M,238,Seule,1,false,5100 ZQ 35
29,M,566,Célibataire,0,false,5545 YX 79
58,F,713,En Couple,3,true,7880 LR 55
30,M,408,Seule,3,false,8292 UN 47
50,M,508,Célibataire,0,false,6506 ER 98
67,M,1341,En Couple,3,false,9315 DF 48
47,M,817,Célibataire,0,false,6943 ED 35
59,F,1219,Célibataire,0,false,5770 LJ 82
44,M,183,En Couple,2,false,62 VX 97
28,M,464,En Couple,1,false,4453 CW 24
73,M,415,En Couple,3,true,1081 FJ 66
24,F,426,Célibataire,0,false,6507 ME 84
61,M,170,En Couple,3,false,76 PB 73
52,F,160,En Couple,3,false,682 DA 21
31,F,454,Célibataire,0,false,2331 ME 63
50,M,543,Célibataire,0,false,1023 SU 39
84,M,410,En Couple,4,false,437 SV 95
23,M,500,En Couple,2,false,8301 QZ 14
70,F,210,Célibataire,0,false,1013 HF 80
32,M,165,En Couple,0,false,3938 UU 74
30,M,464,En Couple,3,false,1261 RJ 38
45,F,229,Célibataire,0,false,3479 DU 55
54,M,216,Célibataire,0,false,9386 DK 63
62,M,746,En Couple,1,true,4702 GX 36
61,M,-1,En Couple,3,false,1285 VE 29
53,M,594,En Couple,1,false,1764 JI 49
