age,sexe,taux,situationFamiliale,nbEnfantsAcharge,2eme voiture,immatriculation
83,M,158,En Couple,3,false,9983 SF 74
59,M,565,Célibataire,0,false,4822 XW 27
33,M,167,Seule,2,false,6198 TL 42
29,M,441,En Couple,0,true,3131 AF 96
18,M,553,Célibataire,0,false,7555 JK 31
31,M,515,En Couple,1,false,1490 CL 95
48,Homme,537,En Couple,0,true,2530 XX 94
29,M,552,En Couple,1,false,5464 GA 15
73,M,204,En Couple,4,false,3282 YF 84
62,M,562,En Couple,2,false,9964 SR 66
28,M,506,Seule,2,false,1601 WZ 60
62,F,166,Célibataire,0,false,3103 ET 72
21,F,975,Célibataire,0,false,7907 SC 68
58,M,508,En Couple,2,false,7044 RJ 46
23,F,214,En Couple,1,false,1020 YE 93
48,M,877,En Couple,2,false,9904 QV 40
20,M,1121,En Couple,0,false,3568 FS 56
72,M,820,Seule,3,false,7706 EE 23
49,M,155,En Couple,1,false,5417 KE 32
58,F,459,Célibataire,0,false,9643 OL 47
67,M,586,En Couple,2,false,3265 GW 50
76,M,496,Célibataire,0,false,303 HO 21
26,F,902,En Couple,4,true,6067 JS 67
69,M,455,En Couple,2,false,5698 CI 76
56,M,527,En Couple,1,false,8750 YJ 10
64,Homme,455,En Couple,0,false,644 BG 32
48,M,878,En Couple,4,false,9409 SM 27
35,M,162,En Couple,3,false,7141 RT 69
19,M,1168,En Couple,1,false,6560 DB 19
30,F,202,En Couple,2,false,2280 WY 12
36,F,570,Célibataire,0,false,5469 BV 92
66,M,949,En Couple,0,false,4420 LA 77
58,F,834,Célibataire,0,false,9695 XM 16
28,M,502,Célibataire,0,false,6477 HZ 47
68,M,741,En Couple,1,false,8862 FG 26
33,M,564,En Couple,4,false,9519 RH 45
53,M,483,Marié(e),4,true,8388 SD 10
83,M,150,En Couple,3,false,3027 EE 54
32,M,1018,En Couple,1,false,477 CB 85
25,F,552,En Couple,0,false,312 TE 19
46,M,1220,En Couple,1,true,9975 LT 97
32,M,401,Célibataire,0,false,9659 BL 22
66,M,421,Célibataire,0,false,5298 RQ 19
28,F,549,En Couple,2,false,6510 BS 22
45,M,1035,Célibataire,0,false,4209 UG 20
39,M,532,En Couple,3,false,7748 BS 69
18,M,1272,En Couple,0,true,1815 VJ 53
21,F,470,Célibataire,0,false,9698 EN 89
38,F,581,Célibataire,0,false,2202 IY 33
26,M,1212,En Couple,0,true,1072 ZI 45
25,M,764,En Couple,4,false,1123 SB 52
39,M,585,En Couple,4,false,582 VM 83
32,M,488,Célibataire,0,false,5276 QE 85
35,F,205,En Couple,3,false,2671 JH 94
41,M,1054,En Couple,3,false,1232 OH 86
51,M,1053,Seul,0,false,5480 OY 81
24,F,180,Seule,1,false,2781 BF 79
60,F,576,En Couple,3,false,2849 YM 30
23,M,233,En Couple,2,false,9077 KS 89
38,M,984,En Couple,0,false,8234 XG 23
29,M,595,En Couple,2,false,776 HB 23
29,M,509,Célibataire,0,false,8855 LZ 46
24,M,526,En Couple,1,false,1482 OX 96
71,M,181,En Couple,1,false,3261 HY 63
84,M,448,Célibataire,0,false,7715 UM 15
22,M,240,Célibataire,0,false,2034 CA 33
38,F,237,Célibataire,0,false,8202 BH 96
52,M,567,Célibataire,0,false,64 JR 85
48,M,449,En Couple,1,false,7353 OQ 59
32,M,564,Célibataire,?,false,7521 RM 64
27,M,560,En Couple,0,true,2924 NF 73
20,F,442,Célibataire,0,false,9044 ZJ 28
78,M,810,En Couple,2,false,5889 EL 96
80,F,203,En Couple,3,true,1270 VS 16
48,M,167,Célibataire,0,false,3688 YY 94
71,F,1272,Célibataire,0,false,8714 NE 16
71,M,796,En Couple,2,true,2547 KH 37
50,M,543,Célibataire,0,false,6961 AY 41
60,M,243,En Couple,0,false,7463 SJ 76
60,N/D,517,Célibataire,0,false,3026 AE 95
24,M,485,En Couple,3,false,6233 JP 36
73,M,1152,En Couple,0,false,7394 JZ 98
20,F,508,En Couple,2,false,4162 GC 76
39,M,542,En Couple,1,true,3965 UC 64
84,M,446,Célibataire,0,false,1963 HU 94
22,M,565,Seul,0,false,3803 ET 83
40,M,449,En Couple,2,true,1009 NO 19
72,M,535,En Couple,0,true,362 FQ 68
59,M,500,En Couple,1,false,4129 CU 61
70,F,1332,Célibataire,0,false,699 JC 55
39,F,587,Célibataire,0,false,8268 SL 22
20,F,1041,En Couple,0,false,3820 SD 56
50,F,177,En Couple,2,true,2244 EX 81
81,M,492,Célibataire,0,false,4786 LL 64
22,M,451,Célibataire,0,false,573 JU 83
35,M,225,En Couple,1,false,9922 TU 89
46,M,217,Célibataire,0,false,8044 AU 68
36,M,957,En Couple,0,true,3042 DQ 87
22,M,162,En Couple,1,true,9643 ZL 76
18,M,196,Célibataire,0,false,1789 OO 79
43,M,591,En Couple,0,false,5890 NK 41
60,M,1180,Célibataire,0,false,5724 MD 32
50,M,758,Seule,3,false,5279 LT 41
64,M,754,Seule,2,false,12 OZ 64
57,M,1076,En Couple,4,false,9055 WS 71
33,F,1282,En Couple,4,true,9342 UO 96
41,M,592,Célibataire,0,false,2114 OI 89
52,M,1258,En Couple,1,false,162 EO 23
69,M,793,En Couple,2,true,5530 ZN 14
57,M,241,En Couple,2,true,7323 RE 87
43,M,436,En Couple,1,false,9323 QF 19
53,F,427,En Couple,3,true,8445 TT 41
49,F,540,En Couple,3,false,1548 HB 64
41,M,841,Célibataire,0,false,2370 VK 38
28,M,723,En Couple,4,false,9525 FG 64
-1,M,1192,Célibataire,0,false,432 KS 88
40,M,595,En Couple,1,true,3679 IA 34
22,F,199,En Couple,0,false,7251 JC 91
60,F,525,En Couple,1,false,5190 VI 73
82,M,570,En Couple,0,true,5929 PF 97
61,M,476,Célibataire,0,false,4921 CT 69
79,M,421,Célibataire,0,false,7409 OP 93
69,F,408,En Couple,4,false,6856 TH 93
69,M,576,En Couple,2,true,7003 TD 29
25,M,497,En Couple,4,false,9253 XE 28
57,F,1378,En Couple,1,true,3658 FX 28
37,M,599,En Couple,2,false,3411 PH 16
76,M,157,En Couple,1,false,3796 QC 22
23,M,457,En Couple,2,true,5642 KV 97
79,F,234,En Couple,1,false,3872 YQ 81
49,M,518,Seule,1,false,1376 VU 20
74,F,553,Célibataire,0,false,9798 JB 35
21,M,199,En Couple,3,false,2272 UT 63
57,M,703,Célibataire,0,false,3042 DE 60
37,M,487,Célibataire,0,false,7047 DE 34
77,F,471,Seule,1,false,7761 LS 66
72,F,421,Célibataire,0,false,7473 WF 42
45,F,515,En Couple,1,false,2994 IL 43
61,M,526,En Couple,4,true,8608 EX 45
25,M,1331,Seule,3,false,1110 PB 27
38,M,1315,En Couple,2,false,7077 UX 74
18,M,588,Célibataire,0,false,5121 HT 34
37,M,499,Seule,2,false,7300 JV 96
18,M,1164,En Couple,3,true,5206 KY 83
28,M,915,En Couple,2,false,6660 RD 11
50,M,595,Célibataire,0,false,8973 IT 58
43,M,429,Marié(e),4,false,3996 GS 26
25,F,217,En Couple,4,true,3104 CG 20
29,M,1191,En Couple,3,false,215 DP 48
23,F,170,En Couple,0,false,4744 HZ 71
56,M,578,Célibataire,0,false,7504 WC 16
62, ,572,Célibataire,0,false,5653 LA 28
58,F,164,En Couple,1,false,806 NC 11
46,F,1216,En Couple,4,false,8883 KO 44
29,F,1049,En Couple,3,false,7369 TX 78
18,M,564,En Couple,2,true,2390 QD 35
82,M,176,Célibataire,0,false,4954 KS 29
42,M,1134,En Couple,3,true,2574 VR 79
63,F,1385,Célibataire,0,false,943 MB 18
21,M,544,Célibataire,0,false,3010 CF 33
73,M,442,En Couple,0,false,1644 MI 39
57,M,448,Célibataire,0,false,6041 QP 76
57,M,572,En Couple,0,false,5930 AW 53
19,Homme,906,En Couple,2,true,7020 EH 85
51,M,178,En Couple,0,true,4115 CE 84
61,F,586,En Couple,3,false,4694 TR 43
45,M,412,En Couple,0,false,7987 YX 20
61,M,217,Célibataire,0,false,7363 BN 65
47,M,592,En Couple,2,true,1624 RI 62
18,N/D,223,En Couple,3,false,7555 IM 74
32,F,542,Célibataire,0,false,7347 LW 49
23,M,563,En Couple,2,false,8664 XK 87
54,F,795,En Couple,1,false,8581 WO 22
29,M,504,En Couple,0,false,3683 VU 30
67,M,210,Célibataire,0,false,7890 DK 42
20,F,795,En Couple,4,true,2986 WR 50
45,M,944,Célibataire,0,false,3456 UR 21
44,F,961,En Couple,2,false,853 PZ 78
27,M,1249,En Couple,3,true,2184 SJ 32
48,M,416,Célibataire,0,false,1916 ND 66
44,F,762,Seule,3,false,9668 JI 60
28,F,492,En Couple,0,true,1338 QG 22
32,M,1136,Célibataire,0,false,15 MU 49
70,M,401,En Couple,4,true,5229 ZY 60
?,F,164,Célibataire,0,false,2520 NQ 73
29,M,159,En Couple,2,false,9810 KB 79
54,F,1171,En Couple,3,false,7374 BB 42
48,M,442,En Couple,1,false,429 GX 86
63,M,576,En Couple,1,false,5284 AE 58
21,M,1110,Seule,2,false,3791 DF 85
77,M,233,En Couple,1,false,1486 TF 93
28,M,1151,En Couple,3,false,6061 AE 38
29,M,465,En Couple,2,false,3170 EI 32
33,F,461,En Couple,1,false,1616 TQ 93
69,M,896,Célibataire,0,false,3624 AU 11
66,M,425,En Couple,4,true,3007 YX 76
76,M,476,En Couple,3,false,3594 KZ 53
68,M,833,En Couple,2,false,1926 OJ 67
31,M,570,Célibataire,0,false,2388 VX 25
35,F,158,En Couple,2,false,4161 VY 66
81,M,241,En Couple,0,false,5220 YX 51
21,M,186,En Couple,1,false,657 FJ 15
49,M,520,En Couple,0,false,6570 SS 63
52,M,557,Célibataire,0,false,3813 VS 21
26,M,579,Célibataire,0,false,7769 CB 18
43,M,485,Célibataire,0,false,2306 GE 26
18,M,408,En Couple,4,false,1156 ZK 97
45,F,217,En Couple,1,false,8124 AT 51
83,M,976,En Couple,2,false,2417 RM 78
83,F,1249,En Couple,3,false,9370 PK 81
49,M,1312,En Couple,3,true,8217 DY 60
81,F,431,En Couple,0,false,8773 UO 59
18,M,470,En Couple,1,true,1893 NY 44
29,M,593,En Couple,1,false,4344 ET 96
40,M,581,En Couple,4,true,7394 OY 34
22,F,576,Célibataire,0,false,2321 HG 26
28,F,563,Célibataire,0,false,2990 NB 27
38,M,214,En Couple,2,false,702 HY 10
35,M,424,Marié(e),1,false,7528 ZA 88
29,F,1101,En Couple,0,false,801 CA 22
35,M,763,En Couple,2,false,2419 VE 34
27,M,1299,Célibataire,0,false,4460 CE 86
59,F,168,En Couple,3,false,4067 BM 21
19,M,1237,En Couple,2,true,7909 QQ 23
45,M,1117,Célibataire,0,false,1245 HA 92
23,M,554,En Couple,0,true,4835 GK 89
24,F,781,En Couple,2,false,6843 LW 61
42,M,511,En Couple,4,false,4750 FX 60
26,M,212,En Couple,1,false,3606 HB 54
60,M,555,Célibataire,0,false,9874 FO 90
52,M,551,Célibataire,0,false,6169 ZQ 53
75,M,478,En Couple,2,false,1756 RJ 90
38,M,455,Célibataire,0,false,7588 OJ 89
41,M,200,Célibataire,0,false,6571 QA 80
74,M, ,En Couple,2,false,7446 IK 85
33,M,408,En Couple,0,false,5775 GC 11
40,M,214,Célibataire,0,false,7570 VN 96
56,M,223,En Couple,4,false,4109 BA 41
69,M,817,En Couple,1,false,3242 VI 38
64,M,211,En Couple,1,false,6873 TC 20
78,M,589,En Couple,1,false,3238 ND 59
26,M,206,En Couple,1,false,4283 TV 15
27,M,865,Célibataire,0,false,9070 OK 27
53,M,408,Célibataire,0,false,7418 SS 14
81,M,842,En Couple,4,false,5483 OA 54
36,M,501,Seule,3,false,371 KT 64
19,F,1126,Célibataire,0,false,3082 YR 88
41,M,561,En Couple,3,false,1842 EB 92
83,M,432,Célibataire,0,false,7960 LK 68
64,M,585,En Couple,2,true,9526 JS 87
36,M,443,En Couple,3,false,2198 AT 70
45,Homme,1354,Célibataire,0,false,5809 BQ 60
21,F,499,En Couple,2,false,2694 UT 12
22,M,589,En Couple,3,false,3670 CU 86
67,M,409,En Couple,2,false,6459 PH 77
28,F,576,Seule,1,false,4313 RG 69
27,M,760,En Couple,1,false,6957 DH 51
35,F,417,En Couple,2,false,4562 JQ 87
76,M,177,Célibataire,0,false,9842 AW 96
54,F,704,En Couple,2,false,6297 IT 24
24,M,566,Célibataire,0,false,2982 CM 88
23,F,829,En Couple,0,true,139 HP 77
21,M,565,Célibataire,0,false,7507 TQ 50
25,F,1386,En Couple,2,false,1747 IL 39
25,M,534,En Couple,2,false,5369 GB 49
22,M,443,Célibataire,0,false,9601 RS 84
19,M,489,Célibataire,0,false,231 WB 27
18,M,578,Célibataire,0,false,1734 PT 10
21,M,715,Célibataire,0,false,4031 IX 13
59,M,527,En Couple,0,true,3205 SX 93
33,M,1123,Seule,2,false,6181 HK 76
40,F,451,En Couple,0,false,7172 OC 25
24,F,1309,Célibataire,0,false,9232 ZJ 71
84,M,433,En Couple,0,false,792 SW 17
70,F,958,Célibataire,0,false,8024 DZ 87
70,M,555,En Couple,4,false,2236 QF 53
78,M,1330,Seule,3,false,5813 WN 57
52,F,478,Célibataire,0,false,474 JJ 65
40,F,1391,En Couple,1,false,8150 IL 45
24,M,1070,Célibataire,0,false,2047 RG 95
42,F,1004,Seule,1,false,8503 ZE 87
69,M,482,Célibataire,0,false,1451 SR 41
49,M,975,En Couple,1,true,2921 CJ 24
21,M,563,Célibataire,0,false,5662 DW 36
53,M,211,En Couple,3,false,6413 NI 74
55,M,720,Célibataire,0,false,428 EI 10
41,M,1229,Célibataire,0,false,4873 ZP 61
50,F,1014,En Couple,2,true,8873 VT 77
76,M,595,En Couple,0,false,9377 AQ 33
43,F,1275,En Couple,2,true,2270 TB 86
24,M,195,Célibataire,0,false,318 GV 45
68,M,570,Célibataire,0,false,9569 YQ 35
41,M,409,En Couple,3,false,1706 UV 81
18,F,499,Célibataire,0,false,4176 TD 36
33,F,970,En Couple,1,false,6642 SU 24
31,M,172,En Couple,3,false,1719 OE 26
30,F,1166,Seule,2,false,9490 XM 68
43,M,538,Célibataire,0,false,5716 NK 46
58,F,191,Célibataire,0,false,8540 US 53
19,M,1079,En Couple,1,false,8473 FK 13
21,M,1054,En Couple,1,false,7073 AN 18
18,M,887,En Couple,1,false,5258 XG 17
50,F,176,Célibataire,0,false,2165 CL 80
53,M,463,En Couple,2,false,4602 WK 89
35,M,953,En Couple,3,false,654 CQ 63
65,M,1204,Célibataire,0,false,6578 FI 94
31,F,1240,Célibataire,0,false,2582 DV 17
24,M,404,Célibataire,0,false,2586 MC 70
45,M,215,Célibataire,0,false,7428 YS 25
63,M,210,En Couple,1,false,973 MA 72
25,F,529,Célibataire,0,false,9222 LA 73
43,M,200,En Couple,2,true,5225 NO 65
52,F,594,En Couple,0,false,826 MO 55
37,M,528,En Couple,0,false,2236 FD 15
35,M,214,Célibataire,0,false,1728 GA 44
31,M,221,Célibataire,0,false,920 LG 48
62,M,1024,En Couple,0,false,4825 PG 30
81,F,165,En Couple,0,true,7055 YW 96
23,F,531,En Couple,3,false,4698 IL 19
63,F,407,Célibataire,0,false,7366 BS 55
26,F,1145,En Couple,3,false,9017 ZX 85
18,Masculin,440,En Couple,4,true,2726 YC 53
48,M,407,En Couple,0,true,1918 OT 42
50,M,237,Célibataire,0,false,5862 CO 26
72,M,579,En Couple,1,false,3427 UC 94
31,F,585,En Couple,4,false,9394 JP 64
35,F,537,En Couple,3,true,8388 HI 94
24,F,436,Célibataire,0,false,4983 EL 36
52,F,1326,En Couple,0,false,8624 YP 25
78,M,838,Seule,3,false,8643 OZ 90
34,M,1027,Célibataire,0,false,3749 SX 75
19,M,491,En Couple,1,false,4825 XI 75
45,F,244,Célibataire,0,false,3815 TG 79
61,M,232,En Couple,0,false,3707 XK 17
56,M,1058,Célibataire,0,false,9705 BV 61
23,F,580,Célibataire,0,false,510 OD 94
21,M,523,Célibataire,0,false,9105 WX 74
56,M,1061,Célibataire,0,false,3433 FL 12
27,M,427,En Couple,3,false,1576 ZB 89
41,F,563,Célibataire,0,false,9845 CN 62
70,M,1321,En Couple,0,false,5735 WW 15
18,M,1282,En Couple,0,true,6717 XP 19
54,Féminin,183,Célibataire,0,false,1931 LV 79
48,M,486,En Couple,2,false,2031 PU 98
30,M,233,En Couple,1,false,6898 YC 75
29,M,555,Célibataire,0,false,7162 CR 45
49,M,880,Célibataire,0,false,6491 UR 43
34,M,1255,Célibataire,0,false,4126 JZ 49
66,M,1242,En Couple,1,false,8170 WA 44
34,F,200,Célibataire,0,false,2574 HH 51
54,M,189,En Couple,1,true,2080 EY 47
20,M,1043,En Couple,2,false,7488 NE 26
77,F,181,En Couple,0,false,5750 JK 71
19,M,1138,En Couple,3,false,3739 LU 55
38,F,783,Célibataire,0,false,9459 FA 55
75,M,969,Célibataire,0,false,7479 GB 24
27,M,483,Célibataire,0,false,673 AK 85
35,F,570,En Couple,1,false,8080 UX 50
38,M,507,Célibataire,0,false,6412 XK 76
84,M,550,En Couple,0,true,4915 NY 33
27,F,585,En Couple,2,false,754 SD 56
20,M,580,Célibataire,0,false,6911 XN 47
55,M,513,En Couple,4,true,7379 ZA 78
24,M,584,En Couple,2,false,597 FU 37
35,M,404,Célibataire,0,false,2977 PM 20
57,F,941,En Couple,2,false,5864 NC 83
71,F,1021,Célibataire,0,false,6145 ZN 80
34,M,1117,Célibataire,0,false,8909 YC 48
18,F,426,En Couple,1,false,4504 MI 22
25,M,713,En Couple,2,true,2412 NS 90
55,M,154,En Couple,0,false,4847 CZ 77
48,F,494,En Couple,0,false,4444 DT 37
30,M,219,En Couple,0,true,3983 LG 59
58,M,1242,Célibataire,0,false,8250 WR 44
44,M,181,Célibataire,0,false,2485 JH 70
19,M,556,En Couple,1,false,4882 CC 48
19,M,202,En Couple,0,true,1550 MN 80
54,M,199,Célibataire,0,false,2532 BQ 14
83,F,528,En Couple,1,false,6956 XY 29
46,M,978,En Couple,1,false,2256 EZ 91
38,M,1060,En Couple,4,false,2654 XP 24
60,M,409,Marié(e),3,false,4346 OY 66
53,F,411,Célibataire,0,false,5483 YZ 33
18,M,461,En Couple,2,false,3190 ER 93
33,M,868,Célibataire,0,false,7672 TW 79
43,M,495,Célibataire,0,false,4140 WM 12
79,F,205,En Couple,1,false,1436 WB 24
57,M,504,Célibataire,0,false,8421 XE 26
52,F,543,En Couple,2,true,7363 WF 93
29,M,522,En Couple,2,false,6203 MQ 73
23,M,796,En Couple,1,true,9384 VH 72
29,F,429,En Couple,1,false,5644 SW 27
27,M,1299,En Couple,3,false,4744 CT 32
53,F,1180,En Couple,3,true,9128 ZO 48
63,F,505,Célibataire,0,false,3733 QG 29
84,F,246,Célibataire,0,false,5374 WN 61
74,M,1014,Marié(e),1,false,1857 DW 70
79,F,837,N/D,4,false,7250 IR 57
63,F,479,Célibataire,0,false,1934 RA 88
79,F,521,En Couple,1,false,2714 AB 12
26,M,172,Célibataire,0,false,4900 EK 88
38,F,1034,En Couple,4,false,2763 UF 62
37,M,217,Seule,2,false,4939 LN 23
50,F,439,En Couple,0,false,7504 WN 53
24,M,561,En Couple,3,false,6716 WR 67
31,M,420,Célibataire,0,false,9667 AB 42
69,M,569,En Couple,0,false,179 NZ 31
55,F,455,En Couple,2,false,4994 IQ 35
32,M,421,En Couple,0,true,399 WH 41
22,M,504,En Couple,0,false,4602 LZ 28
24,F,437,Célibataire,0,false,1840 ZY 25
65,M,1276,En Couple,4,false,1999 ZL 10
73,M,489,En Couple,1,true,2968 IN 92
40,F,1023,En Couple,1,false,4162 EG 83
29,M,449,Célibataire,0,false,1850 NV 21
51,Homme,246,Célibataire,0,false,9016 XS 75
48,M,466,En Couple,0,true,4558 XF 11
34,M,467,En Couple,3,true,3530 OL 25
36,M,538,Célibataire,0,false,8890 ZG 51
74,M,1110,Célibataire,0,false,3183 TU 50
27,M,1311,Célibataire,0,false,4969 LE 48
26,M,1017,En Couple,1,false,2338 QK 25
70,M,553,En Couple,1,false,7144 BK 28
34,M,245,Célibataire,0,false,5442 NV 68
80,F,1071,En Couple,1,false,3795 NK 52
41,F,536,En Couple,0,false,2780 PN 34
45,F,503,Célibataire,0,false,1340 KE 70
48,F,800,En Couple,2,false,3795 EO 44
24,F,598,Célibataire,0,false,6132 OF 65
34,M,216,En Couple,1,false,1337 QG 29
21,F,1385,En Couple,3,false,5024 SB 82
44,M,1017,En Couple,3,true,3474 TF 32
21,F,917,Célibataire,0,false,1684 XE 98
45,M,168,En Couple,3,false,2615 PR 81
44,M,782,Célibataire,0,false,6779 BO 45
58,F,1061,Célibataire,0,false,9632 CG 14
37,M,1370,En Couple,4,false,4044 AE 29
56,M,501,En Couple,3,false,1193 YO 36
24,M,212,En Couple,1,false,1670 UA 62
27,F,902,Célibataire,0,false,365 RZ 38
53,F,205,Célibataire,0,false,8709 VT 17
68,F,536,Célibataire,0,false,2974 HE 12
31,M,450,En Couple,3,false,6761 BV 70
51,F,1167,Célibataire,0,false,3146 TX 44
28,M,745,Célibataire,0,false,5734 LG 58
34,F,231,En Couple,0,false,9879 XV 32
43,M,469,Célibataire,0,false,2766 QL 20
45,M,428,En Couple,0,false,8903 JV 65
42,F,1394,En Couple,3,false,4840 WP 52
21,M,471,En Couple,1,true,7556 TC 41
40,M,430,En Couple,3,false,6972 JB 91
43,F,181,Célibataire,0,false,277 PU 31
75,M,400,Célibataire,0,?,5845 RB 44
26,F,444,Célibataire,0,false,2822 WQ 22
28,M,495,En Couple,2,false,8621 HG 12
37,M,535,En Couple,4,true,3764 FK 43
32,F,821,En Couple,3,false,659 YR 98
52,M,804,En Couple,0,false,5870 OW 83
75,M,565,En Couple,2,false,5592 UX 79
18,M,509,En Couple,0,false,4357 IW 85
72,M,229,En Couple,2,false,1436 LE 78
52,F,545,En Couple,2,true,1180 NF 66
67,M,585,En Couple,3,false,3254 LG 26
55,M,963,Seule,2,false,4776 SA 44
44,Féminin,202,En Couple,2,false,9401 QR 28
41,M,184,En Couple,0,false,480 BU 59
67,M,1362,En Couple,0,false,8431 MZ 30
75,M,574,En Couple,0,true,6205 EO 25
49,M,577,En Couple,2,false,1458 XI 71
22,M,1130,En Couple,0,false,5275 RZ 42
77,F,751,Célibataire,0,false,5373 LJ 12
24,M,951,En Couple,0,false,8230 MO 28
37,M,833,Célibataire,0,false,255 NN 74
49,Masculin,430,En Couple,0,false,7629 KZ 15
19,M,481,Seule,2,false,1335 BS 36
78,M,908,Célibataire,0,false,1986 CT 50
55,M,197,Célibataire,0,false,2840 LT 80
38,M,568,En Couple,0,false,4216 EA 32
21,M,925,En Couple,1,false,1430 BM 75
32,M,931,En Couple,1,false,2403 WF 44
54,M,406,En Couple,2,false,5415 KR 81
60,M,520,En Couple,2,false,9419 AE 49
52,M,557,En Couple,1,false,1107 GX 10
22,F,546,En Couple,2,false,9144 XT 78
60,M,582,En Couple,3,false,1268 AL 12
61,M,832,En Couple,2,true,7974 PV 95
73,F,894,En Couple,1,true,7990 MV 88
57,F,562,Célibataire,0,false,9235 KF 71
57,M,575,Marié(e),2,false,1911 MD 40
55,M,232,En Couple,1,false,3948 DH 32
45,F,180,Célibataire,0,false,4776 JM 76
32,M,564,Seule,3,?,5635 DS 56
79,F,500,En Couple,2,true,6809 YB 73
45,M,596,Célibataire,0,false,5515 EM 29
30,F,457,En Couple,3,false,3344 XY 16
65,M,429,En Couple,0,true,217 ED 51
52,F,451,Célibataire,0,false,9074 UB 91
46,F,914,En Couple,0,true,8773 DP 10
44,M,215,Célibataire,0,false,1720 ZF 88
62,M,832,En Couple,0,false,3462 RC 32
46,M,422,En Couple,1,false,2332 WG 18
32,M,531,Seule,1,false,7273 OR 67
23,F,838,En Couple,4,false,8440 ZY 38
69,M,427,En Couple,0,false,7627 XU 51
35,M,1140,En Couple,0,false,7133 VS 72
77,M,226,Seule,1,false,9625 FT 77
21,F,1395,En Couple,3,false,8857 KL 52
69,M,540,Célibataire,0,false,1991 CE 60
62,M,151,En Couple,2,false,5839 YG 36
19,F,1169,Célibataire,0,false,7333 RR 94
25,Femme,508,En Couple,1,true,3411 JW 11
23,F,425,Célibataire,0,false,3483 JP 79
26,M,151,Célibataire,0,false,4155 KY 35
33,M,573,Célibataire,0,false,9742 VC 32
33,M,433,Célibataire,0,false,3150 ZC 10
80,M,1312,Seule,1,false,7320 GS 93
56,M,1021,Seule,2,false,9368 FK 41
48,F,456,En Couple,3,false,7251 NS 31
44,M,1269,En Couple,3,true,2596 LO 11
56,M,202,Seule,3,false,9390 BL 13
83,M,1019,En Couple,1,true,8704 UF 24
79,M,1320,En Couple,3,false,3510 GJ 29
28,F,931,En Couple,0,true,7180 KW 78
30,M,1219,En Couple,2,false,7790 YJ 69
22,F,248,En Couple,0,false,8970 JQ 25
48,M,767,En Couple,1,true,391 MK 40
24,M,950,En Couple,1,false,6927 PD 62
66,F,239,En Couple,2,true,456 XX 30
62,M,456,En Couple,2,true,2608 OX 17
69,M,716,En Couple,4,false,8966 WQ 35
27,M,512,Célibataire,0,false,2982 YF 93
18,M,1336,Célibataire,0,false,3788 QK 83
26,M,1355,Célibataire,0,false,4906 HF 63
31,M,999,En Couple,0,false,6148 QM 35
22,M,904,En Couple,4,false,2921 YG 39
25,M,448,En Couple,3,false,908 WI 49
27,M,571,Célibataire,0,false,384 ZG 95
38,M,443,En Couple,1,false,4482 NC 45
77,F,227,En Couple,3,false,704 KJ 89
58,M,170,?,1,false,5448 QY 96
53,M,409,En Couple,0,false,2923 CX 80
28,M,464,En Couple,4,false,9280 XF 77
35,F,179,En Couple,0,false,4564 AV 16
30,M,433,Célibataire,0,false,4863 EU 32
59,M,490,En Couple,1,true,1475 JZ 66
50,M,473,Célibataire,0,false,4430 TL 50
48,F,156,Seul,0,false,8366 LQ 62
28,F,529,En Couple,1,true,9236 UW 37
24,F,584,En Couple,4,false,9393 PR 75
47,M,1036,En Couple,3,false,7229 NN 32
77,M,214,En Couple,0,false,54 ZH 34
39,N/D,924,Célibataire,0,false,8661 HW 91
23,M,475,En Couple,3,true,1037 LA 13
30,M,793,En Couple,0,true,9981 EF 12
42,M,1172,Célibataire,0,false,9013 IR 15
54,F,455,En Couple,1,false,1493 OF 91
20,M,1004,En Couple,2,true,4832 LS 57
25,F,560,Célibataire,0,false,1615 IO 55
22,Masculin,448,Seule,1,false,7651 KA 55
36,F,822,En Couple,2,false,2946 HL 39
69,M,919,Célibataire,0,false,4354 RR 38
51,F,454,En Couple,1,false,5924 FO 81
24,F,1133,En Couple,2,false,2744 SC 26
31,M,706,En Couple,1,false,862 EP 17
28,F,567,Célibataire,0,false,333 XU 50
49,M,527,Seule,1,false,1500 UG 77
24,F,482,En Couple,3,false,4621 BH 83
22,M,185,En Couple,4,false,6314 CP 54
60,F,499,En Couple,4,false,9799 UA 35
50,F,1369,En Couple,3,false,167 QY 58
84,F,1086,Célibataire,0,false,4251 OJ 16
21,F,467,En Couple,1,false,4965 UB 58
78,F,705,En Couple,4,true,6027 OB 36
26,M,797,En Couple,0,true,4326 XA 81
29,F,425,En Couple,0,false,3546 TM 72
45,M,1159,Célibataire,0,false,5056 GV 45
22,M,428,En Couple,1,false,6495 UT 69
69,F,999,En Couple,1,false,8186 ES 85
75,M,1399,Célibataire,0,false,8883 DO 67
39,M,435,Marié(e),2,true,9612 IM 13
26,F,219,Célibataire,0,false,2462 NW 28
54,M,431,Célibataire,0,false,8642 YL 72
20,F,427,En Couple,2,false,5229 MV 97
29,M,1263,En Couple,0,true,4474 NF 82
53,M,430,Célibataire,0,false,6623 ED 78
24,M,1139,En Couple,3,false,160 PM 95
23,F,159,En Couple,3,false,4210 UD 72
70,M,433,Seule,2,false,376 EC 97
55,M,538,Célibataire,0,false,6714 TD 94
18,M,203,En Couple,1,false,3684 FT 37
22,F,1275,En Couple,3,false,2747 YZ 59
59,M,429,Célibataire,0,false,9929 RH 12
